,qid,docid,docno,rank,score,query,brand,model,text,clusters
262,q1,2618,d2619,262,4.15716860648058,mercedes bmw x1,BMW,325i,"BMW 325i 1989 $1 Intro This is a 1989 BMW 325i convertible in Brilliantrot Red with black leather interior, black convertible soft top, and an automatic transmission. It is an Arizona car and Seller states that it has zero rust. It completed a recent service with new tires, new brakes, new spark plugs and wires. Seller adds that the battery was replaced two years ago, and everything works except the air conditioning. It has a clean Carfax, a clear title and is in Arizona. Exterior The exterior paint looks original with some marks on the trunk lid from a buffing wheel. It has a clean Carfax with no reported incidents. The electric antenna does not work. Seller states the top is newer but there was damage to the rear window that was poorly repaired. Interior The black leather interior shows wear, and the dashboard has a crack as indicated in the photos. The air conditioning does not work and would need to be converted to R134a refrigerant. The radio turns on and requests a code that is unavailable to operate. Mechanicals It had a recent service with new tires, new brakes, new spark plugs and wires and the battery were replaced two years ago. The Seller states that the brake lining dashboard light stays on even though the brakes were replaced. The engine valve cover gasket shows some leaking. Summary This BMW 325i convertible is a solid Arizona car that is a great candidate for a restoration or drive as is. $1",9
264,q1,2337,d2338,264,3.9242378466304473,mercedes bmw x1,BMW,2800CS,"BMW 2800CS 1971 $85,000 Chassis # 2204412 The BMW 2800 CS was the first in a series of coupes produced from 1968 to 1975, internally known as the BMW E9. The Karmanndesigned 2800 CS replaced the 2000 C and CS and used a new straightsix engine dubbed the M30. The larger engine required both the wheelbase and the overall length of the car to be increased, yet the car was still lighter and more agile than the series it was replacing, weighing in at 1,420 kg . The 2.8 L engine put out 168 hp through a 4speed manual transmission. Only 276 examples of the 2800 CS were produced in 1971 out of a total of 6,283 produced over four years before the E9 range was replaced by the E24 6 Series. As a followup to the BMW New Class line, the 2800 CS continued the automakers pursuit of creating sporty automobiles while retaining the luxurious feel they had come to be known for. Many of the design cues used on the 2800 CS, like the longer nose and straightsix engine, would become staples of BMW and give the car both a timeless look and modern usability in todays traffic environment. Today, the 2800CS remains highly sought after by collectors and enthusiasts alike. Thanks to their low production numbers, timeless good looks, and a high degree of useability, they have garnered a fantastic following in the collector car community. Pricing over the past 5 years has been steady with a general upward trend. We see these cars as solid investments, not very likely to pop in value but also highly unlikely to lose any value as well. They present a fantastic opportunity to purchase and use the car as intended while retaining the money invested. As is the case with any collector car, finding an example with great history and nontraditional colors is always the safest bet. This particular example, Chassis # 2204412, is an extremely original example that was owned and lovingly preserved by the same family for over 50 years. In that time, it has retained its original engine, much of its original paint, and all of its matching interior. It shows incredible indicators of originality, including factory stickers, inspection markings, and clamps. It was purchased new by Mr. Falk from AutosImport S.A. of Geneva, Switzerland, in 1971 with a Sahara paint job and a tan woolen interior with corduroy cloth inserts. Original equipment includes power steering, fourwheel disc brakes, a rearwindow defroster, and a Blaupunkt radio. The original owner passed away a short two years after purchasing the car, upon which it was passed down to his son. The son continued to own and meticulously maintain the car throughout the years, often at the same dealer it was purchased from. In 1996, the BMW was imported stateside through American Lamprecht, Inc. in Lawrence, NY, and was appraised in July of that same year by a company in Rowayton, CT, with just 41,466 kilometers on the odometer. In 2001 and 2007, it was entered in the Greenwich Concours dElegance and won best in class in the 2001 show. The meticulous service records continued, with the front brake calipers having been rebuilt in 2012 at La Jolla Independent BMW Service of La Jolla, CA. After 48 years of ownership, the son listed the BMW for sale on Bring a Trailer, where it was purchased by our client and current consignor. Services under its new owner began in 2021 with a new tailpipe installed at European Auto Center Repair in Norwalk, CT. In May of 2021, the car underwent a major service at Sports Car Restoration in Plainville, CT, that would last through October of that same year and total almost $20,000. During that time, it received new ignition wires, a new distributor cap, a new rotor, new fuel and coolant hoses, new carburetor chokes, a valve cover gasket, a rebuilt speedometer, odometer, and turn signals, some electric window repairs, and a replacement transmission. The transmission was replaced due to excessive grinding in the original gearbox. A used ZF S516 FourSpeed gearbox, in great condition, was sourced and installed, and the original was kept and will be included with the sale of the vehicle. The exterior, interior, underbody, and engine bay were also thoroughly cleaned and degreased during the service and areas at risk of rust were coated in a preventative wax coating. In November of 2022, the car visited Rennsport Automotive in Bedford Hills, NY, for new fluids as well as new spark plugs, distributor points, condenser, cap, and rotor. The valve cover gasket was also replaced alongside new V belts and a power steering filter. As it sits, following the numerous services it underwent in the past two years, this BMW 2800 CS is now a turnkey timecapsule example ready to take on anything from twisty roads to more concour shows. With largely original paint, an incredible original interior, all of the original equipment and accessories, and just ~30,000 original miles on the odometer, this rare German saloon with only one family ownership for 50 years is the pinnacle of automotive preservation. Upon purchase, the new owner will receive the original purchase agreement, all of the importation documents and service records going back to new, manufacturers literature, 1970s first aid kit and roadside assistance kit, tools, spare parts, and upholstery fabric, a GPS unit, a radar detector, and a BMW car cover. Please visit www.LBILimited.com for many more photos and details. Follow us on Instagram and Facebook @LBILimited. Ride along on our classic car adventures by subscribing to LBI Limited on YouTube. #claimyourclassic $85,000",9
265,q1,302,d303,265,3.697624809508008,mercedes bmw x1,Mercedes-Benz,G500,"MercedesBenz G500 2003 $99,000 2003 Mercedes Benz G500 Truck One of a kind 3 Year Custom Build Designo Magno Night Black Paint Paintwork done by Lincoln Street Motors Body removed and shortened 26 inches Main frame lengthened 44 inches Complete custom pickup box with wood bed and tie down system Custom storage compartment with hidden release Custom driveline done by Drive Line Service 16"" Hutchinson Bead Locker Wheels sporting BF Goodrich AllTerrain K02's 53,550 miles Will entertain trades for the right airplane $99,000",9
266,q1,1166,d1167,266,3.697624809508008,mercedes bmw x1,Mercedes-Benz,450SL,"MercedesBenz 450SL 1973 $14,950 A 1973 Mercedes Benz 450SL roadster, R107. Two tops. Small bumper car. A beautiful autumn beige with a tan interior. 158,000 miles. A nice and straight body. The paint has some blemishes. The clear coat is coming off in many places. There is some rust underneath and in the trunk area. The original interior is all there but showing its age. Black softtop is in good condition. Mechanically the car runs and drives. Could benefit from a mechanical service before it can be a daily driver. A good original driver needing cosmetics. Any questions welcome. Please message or call Frank Sajjad at 2166452100. Shipping cost to Rotterdam or Felix Stowe, UK is $1,700 $14,950",9
267,q1,881,d882,267,3.5639808332853016,mercedes bmw x1,BMW,Z3,"BMW Z3 1978 $38,000 VIN # WBSCK9333XLC89705 The reintroduced popularity of the roadster body style brought about by the Mazda Miata in North America necessitated a reaction from the European Makes to offer their own interpretation on the genre after helping establish a market in the midcentury. BMW entered into the fray in 1995 with the Z3. In classic roadster fashion, a long hood and short rear deck composed the overall shape. However, the lines were far from the typical teutonic straightedges commonly seen in the period, and instead, designer Joji Nagashima employed the softer, rounder shapes from the roadsters of the past. Every single body panel possesses some form of curvature, an element that surely gave the manufacturing side of the business a bit of a headache. Fortunately, it all works quite well, and today, the Z3 looks like nothing BMW has put out before or since, and the boldness of the design has aged remarkably well. Enthusiasts of the brand might have been saddened to see an inline6 unavailable at launch under that long hood, but all could rest assured that BMW would deliver soon enough. Many could be satisfied with the lightness and responsiveness of the 4cylinder models, but more power always tends to make things better. Just a year after the cars introduction, the traditional Inline6 arrived along with deliciously punched out fenders allowing for a 2.5inch wider rear track. It was only a matter of time now before the Mdivision got its hands on the little roadster. Falling in line with E36 M3, North American examples of the new Z3 M Roadster were fitted with the S52 engine upon release. While down on power from its more exotic, individual throttlebodied cousin, this bored and stroked M52 motor is not without its merits in the context of the contemporary automotive scene. At the end of the day, a naturally aspirated inline6 with a 7,000rpm redline makes for an enticing proposition to any gearhead. The Z3 M Roadster on offer here, chassis # WBSCK9333XLC89705, is a 1owner example finished in Estoril Blue over a full black interior. Showing just 24,266 miles this is one of the most well cared for examples we have handled. Delivered new to Roadshow BMW in Tennessee, the car was immediately sent to its one and only owner in Decatur, Illinois. From here the owner began thoroughly enjoying the Z3 as he put roughly 6,000 miles on the car in its first two summers. Over the next 6 years usage became less frequent but still regular with proper maintenance carried out along the way. As it sits today this Z3 is entirely unmodified and ready for continued use after a baseline fluids swap as the last service was done in late 2020, or roughly 1,000 miles ago. This Z3 M Roadster presents a great opportunity to acquire a collector grade example of the platform. With a handwritten log documenting every service and the miles corresponding to them you know exactly how meticulously maintained the car really is. Included in the sale are the tools, first aid kit, black leather tonneau cover, the Z3 Roadster branded tonneau carrier case, and available service records and logs. Please visit www.LBILimited.com for many more photos and details. Follow us on Instagram and Facebook @LBILimited. Ride along on our classic car adventures by subscribing to LBI Limited on YouTube. #claimyourclassic $38,000",9
268,q1,1052,d1053,268,3.4214406457001414,mercedes bmw x1,Mercedes-Benz,450SL,"MercedesBenz 450SL 1973 $8,950 A 1973 Mercedes Benz 450SL Roadster. A Texas car, currently white with a white interior but the original color is Astral Silver. Showing 81,000 miles on the odometer Good body but there are some rust holes by the wheel arches, rear floor and in the trunk area as you can see in the pictures. Windshield have a crack. The interior is all there but is showing its age. Two tops. The car was last registered in 2016 and has sat off the road since then. The engine runs, but very rough. The fuel system needs a complete rebuild. The car is not currently drivable. An early small bumpers car needing restoration. Any questions welcome. Please message or call Frank Sajjad at 2166452100. Shipping cost to Rotterdam or Felixstowe, UK is $1,500 $8,950",9
269,q1,1639,d1640,269,3.373997299035336,mercedes bmw x1,BMW,2002TII,"BMW 2002TII 1973 $46,500 WRAP A BOW AROUND THIS ONE, for that special person... Owner is motivated to sell this month, would also consider a partial trade for a TOYOTA or HONDA SUV, or pick up truck with 8ft bed. 1973 Bmw 2002tii, 4 speed; =The Original color codeis 'Taiga' i.e. as the owner describes it as;'Kauai Electric Green'on BLACK, and it was according tothe Owner, for a birthday gift, to hisWife,had the colorchanged to Chamonix White. The rest of the car is original, from the stock Black seats, to the wheel caps. The Factory Owners manual still sits in the glove box. This is a 4 speed, with factory manual sunroof, basically bone stock,=everything is working, including the odometer and heater fan. THE LAST 2 PHOTOS are of the original color TAIGA, on a different BMW 2002. Within a few gas tanks ofbeinga Daily Driver soon alsocan be a long term Driving project, if you choose, otherwise, a realistic Driver with minimal time and effort, not a showcar, paint is satisfactory, has the original carpets,seats are in surprisingly good shape, the tii steel wheels with center caps, front brakes have vented rotors*, no stereo, sunroof works fine, engine and transmission drive very strong, no eminent leaks or smoking. All doors, windows, and truck function fine, and the car locks up tight. No major dents, dings, chrome has some peeling, but the undercarriage and rocker panels are very solid, and the car has no 'structural' rust, minor pockets of surface rust and oxidation in the spare tire well, and around the car, like any other car this old. No Service history, as this car was a Trade in, that was not driven daily in the last 10yrs, and it seems to befrom Southern California. Owned bya middle agedcouple,stating that theylost interest, and decided to move on to a different venue of car. The current owner had owned the car a few years prior to1997. Feel free to request more info, or pictures. OR call us directly 65o=~344=~111 seVen $46,500",9
270,q1,369,d370,270,3.155756893477823,mercedes bmw x1,BMW,M6,"BMW M6 2007 $42,999 2007 BMW M6 Convertibleoriginal owner. Spent several years in storage The car is finished in Black Sapphire Metallic with Black Marino leather upholstery, carbon fiber trim on dashboard and center console. Poweredby a 5.0 liter V10 mated to a sevenspeed sequentialmanual gearbox and limitedslip differential. The 5.0 liter S85 V10 produced 500 horsepower and 383 lbft of torque when new, and power is sent to the rear wheels through a sevenspeed SMG transmission and an M Variable locking differential.Power operated black soft top, 19"" Style 167 wheels, adaptive xenon headlights, iDrive infotainment with navigation, paddle shifters, heated and power adjustable front sport seats, DualZone Automatic Climate Control, Cruise Control,Park Distance Control and a premium sound system. This E64 M6 has 18k miles, original window sticker and manufacturer's literature, 2 keys and a clean Carfax report. Wheels wear 255/40 front and 285/35 rear Continental ExtremeContact Sport tires, fourwheel disc brakes with crossdrilled rotors at each corner. Dynamic Stability Control hydraulic unit was installed in August 2020 as well as a replacement battery with fluid service. $42,999",9
271,q1,2904,d2905,271,3.0882524766078006,mercedes bmw x1,Mercedes Benz,450SL,"Mercedes Benz 450SL 1974 €29,950 MercedesBenz 450SL 1974 MercedesBenz 450SL European version 1974 Highlights: This restored 1974 European MercedesBenz 450SL Roadster has the powerful 4,520cc V8 engine with automatic gearbox. The elegant body has a beautiful red paint in combination with a black soft top or a red hard top. The beautiful interior has a new carpet and new black leather seat upholstery. This 450SL has new and popular baroque rims, complete with new tires. The beautiful chrome is in very good condition. This 450SL has been in the possession of 1 Dutch enthusiast for 20 years. Are you looking for a great MercedesBenz 450SL Roadster with elegance and power? For more information or a personal shop video, please contact one of our sales people. We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €29,950",9
272,q1,2006,d2007,272,3.0426675036864745,mercedes bmw x1,Mercedes-Benz,SL-Class,"MercedesBenz SLClass 1967 $88,500 Please note price is in Euro's! MercedesBenz 250 SL Pagode The Pagoda, an absolute household name among classic car enthusiasts. This is not just because of its good looks. Before that, you had two beautiful convertibles: the 190SL and the 300SL Gullwing. The result is a beautiful design without any fuss. The roof was given a safe rollproof construction that rose at the sides. With this design, it was somewhat akin to an Oriental building; a Pagoda. Voila, a spitz name was born for this beautiful SL, and later became a legend. Design and engineering came together in a cruiser that screamed to cruise around elegantly in a timeless classic. You know us a bit by now, and know that we are always looking for something nice, something extra. Ours is an original Americanmade manual transmission Mercedes 250 SL. This one has been neatly restored and fully documented, just the way you want it! We ourselves are still amazed at how modern this SixtiesLovely drives. Are you looking for a good investment, a lovely classic cruiser, or both? Come by soon, and lets go for a drive! $88,500",9
273,q1,1219,d1220,273,3.040395887643491,mercedes bmw x1,Ford,Galaxie,"Ford Galaxie 1967 $149,900 Built by Classic Recreations and completed in 2020, this 1967 Ford Galaxie 500 convertible is a killer restomod! This beautiful rotisserie restored Ford has old school power, with modern fuel injection and an overdrive transmission. Only the best parts were used to create the masterpiece. Check out the specs below!! Specs Drivetrain: 427 C.I Ford Performance Crate Engine FiTech Fuel Injection with Shelby oval air cleaner 4R70W Auto Transmission 9"" Fab 9 Rear w/ 3:70 Gears w/Posi 31 spline axles Concept One Pulley System Steering: Power Rack and Pinion Steering Conversion Flaming River Tilt Column Interior: Carroll Shelby Scat 1000 High back Seats Vintage Air A/C System Kenwood Stereo System Kicker 4 Channel Amplifier Kicker RS Coaxial Speakers Kicker Custom Subwoofer and Amplifier Dakota Digital Dash Wheels and Tires: High Performance Z Rated Tires 245/45/17 Front High Performance Z Rated Tires 275/40/17 Rear American Racing Wheels 18x8 Front 18x11 Rear Wheels w/Mini Tub Fuel: Electric Fuel Pump Stealth 18 Gallon Fuel Cell Brakes: Front: Shelby/Wilwood 13""X1.1"" 6 Piston Rear: Shelby/Wilwood 12""X.81"" 6 Piston Slotted, Crossdrilled and Zinc Washed Adjustable Rear Proportioning Valve Electrical: Trunk Mounted Battery MSD Ignition Exhaust: BBK Long Tube Ceramic Coated Headers Borla touring exhaust with X pipe Cooling: BeCool Aluminum Crossflow Radiator 213"" Electric Cooling Fans Chassis: Stock frame with tubular SubFrame Connectors Suspension: RideTech Air Ride Oversized Sway Bars Front and Rear $149,900",9
274,q1,220,d221,274,2.9984086938413803,mercedes bmw x1,Mercedes-Benz,600,"MercedesBenz 600 1969 $135,000 1969 Mercedes 600 SWB California car that was moved to Washington State in the mid 70's. Roughly 89k miles on the odometer. This is a rust free well cared for example that has just gone through a serious mechanical refurbishment. All original except one respray in factory colors. Original owners books, extensive records, suspension buffer kit, warning triangle, kneeling pad, and untouched hydraulic kit are all present. The trunk also retains its factory hang tags and original Fulda Diadem spare tire. Factory twotone paint. Beautiful original dark brown Roser leather the Burl Walnut wood trim. Extremely rare rear writing tables. The entire interior is original and in excellent condition. Recent mechanical work includes: Email with questions for to setup a viewing. I can also provide a link to an online photo album with more pictures upon request. $135,000",9
275,q1,327,d328,275,2.851005798048366,mercedes bmw x1,Mercedes-Benz,500SLC,"MercedesBenz 500SLC 1981 $65,900 Description: 1981 MercedesBenz 500Series 500 SLC 1981 MERCEDES 500SLC. One of the last examples off the line, one of less than 100 cars imported Stateside, meticulously cared for unrestored mint condition. The rally homologation special with modern accommodations and drivability VIN# WDB10702612002636 . 68,500 Miles, Silver Metallic, Gray Leather, Burl Walnut Console and Dash. All Leather Interior. NEWLY 20192020 REBUILT Aluminum Block V8 Engine with less than 1000miles on the rebuild done with Mercedes factory parts by a German owned/operated Mercedes Specialist shop and have all receipts. NEWLY STRIPPED AND PAINTED at cost of over $10k, NEWLY CHROMED BUMPERS ),NEW MICHELIN XWX 205/70VR14 TIRES summer 2020 with less than 200miles on them same as Ferraris had in the 70's & 80's as couldn't bear to put on anything but the best), NEW REAR WINDSHIELD All Modern Amenities including air conditioning , power windows and power steering. Factory Sunroof. Spare Tire, Comprehensive Service Records. I've had the car since 1992 and have driven it about 45,000 miles since. Had it up to 150mph through the desert on the way back from California after I bought it there so the top factory speed of 143 is incorrect. Engine was rebuilt as it was burning oil and now it's fine all the receipts are in hand and it was done by a German owned and operated small import repair shop in Chicago as referenced above. The German owner would probably be happy to answer questions about the rebuild and the car upon special request but I don't want to burden him with calls at this point. Likewise the car was stored for a long time and I wanted to get it back to 100% shape looks wise so I had Joe Filek at Captain America Designs in Hampshire, Illinois do all the stripping and body work at a cost in excess of $10k and had him reinstall the rechromed bumpers. Update 8/8/2022 although $2k Climate Control Servo installed the system needs some kind of repair on that. This MercedesBenz manufactured Homologation Special Edition was specially built in production form to qualify for FIA racing standards, meaning in order to competitively race MercedesBenz had to create at least 1000 production vehicles to accompany official rally cars it wanted to race competitively. The 450SLC 5.0/500SLC coupes were produced by MercedesBenz from 1978 to 1981 and are among the rarest postwar models. They were manufactured by Mercedes Benz to homologate the 5 liter for road rally purposes. Some cars were competitively campaigned with factory support, but the rest of the production was sold to the European market to meet homologation guidelines. The combination of the lighter weight and higher horsepower made for a quick and competitive car which raced successfully with the introduction of the 5 literengine in the World Rally Championship Series including First Place finishes in 1979 and 1980 at the Ivory Coast Rally. Other notable participation in competition included the Rally of Argentina, Rally of New Zealand, Acropolis Rally and Portugal Rally. The cars were given massive factory support under the leadership of Eric Waxenberger. The fact that the Managing Board of MBAG officially withdrew from world rallying in 1980 makes the 5.0 the last factorysponsored wholly Mercedes model. The rally racing clock for MercedesBenz ended for good with the success of this homologated SLC special. The Last photo in the gallery is of500SLC Rally cars Four 450 SLC 5.0 being cleaned at a rally in 1979 Along with the performance enhancements and plaudits which are detailed below, this car's comfort and daily drivability combined with every modern amenity led renowned championship drivers of the time period to use them as personal getarounds.1979 World Champion Driver of Ferrari Team Jody Scheckter chose this as his personal car. Jean Pierre Ganier and Patrick Depailler of the Tyrrell Formula 1 team also chose the 500 as their daily drivers. 2769 of the 500SLC's were made over 2 years in 198081 and fewer than 100 cars were imported into the United States. In 1999 MercedesBenz SLC specialist Bob Hatch of Hatch and Sons estimated that at most there might be 50 of these cars in the country good enough to interest a collector, but in the years since his statement, given the drivability of the these cars, there are certainly significantly less than that at present. The example be offered here is certainly in the very top echelon of those Mr. Hatch was speaking of due to its meticulous care over the years and frankly I'd be surprised if there's one in better condition after the engine rebuild and bodywork/painting rechroming, re'tiring' and all the miscellaneous new parts anywhere. This example differs from the stock 450SLCs in several important and distinctive ways. The hood and trunk lids are made from aluminum for significant weight savings. The car weighs 3,333lbs, 220lbs less than the standard SLC. To emphasize the lengths to which MB went to upgrade the car for homologation, it even has an alloy air cleaner to add to the weight savings. The front and rear aerodynamic spoilers the factory added result in a 9 10 % reduction in wind resistance and a top speed which exceeds 142MPH. The 5.0 is the very first MercedesBenz aluminum block V8 production motor and is lighter than the standard iron block . It produces in excess of a whopping 300 HP and 350lbs of torque and true blacktop powerhouse in its day. The 5.0 engine features factory reworked heads with larger valves, pressure fed valve adjusters, crossbolted main bearing caps and many other special tweaks. The 500SLC also features the upgraded 4speed automatic. There's a window until late October/early November where this car is for sale/viewing/driving as it won't see a drop of rain or snow and certainly not salt while it's under my care. $65,900",9
276,q1,1649,d1650,276,2.7990615915353807,mercedes bmw x1,BMW,R80,"BMW R80 1978 $5,995 1978 BMW R80 in very good condition. Recent Professional service Lots of extras, S Parts, 3 Seats, and more. Great Bike ready to enjoy. Located in Carnation, WA at Giordano''s Vintage Motors. We Buy, Sell, Consign and Trade Sports, Muscle, Collector Cars and Rods, Motorcycles, Parts and collectables. Come visit our indoor showroom or view our inventory online at www.giocars.com. As well as actively buying and trading vehicles, we welcome consigned vehicles, and offer low consignment sales commissions and no consignment fees, putting more money back in your pocket. We are experts at locating and appraising vehicles, and can help value your vehicle for insurance, estate settlement or in preparation for selling. We have hundreds of satisfied customers, and will work hard to earn your trust. You can visit our showroom at 4501 Tolt Avenue, Carnation, WA 98014. Or view our website at: www.giocars.com. You can email us or call Jim at 4253335600. We hope to hear from you! VIN posted at dealership. The price for this vehicle as equipped does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Credit Investigation, Optional Credit Insurance, Physical Damage or Liability Insurance, Delivery Fees, or a negotiable $100 Documentary Service Fee. This website and Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Any and all differences must be addressed prior to the sale of this vehicle. $5,995",9
277,q1,564,d565,277,2.5857450477574067,mercedes bmw x1,Mercedes-Benz,280SE,"MercedesBenz 280SE 1972 $15,000 Introducing the timeless classic, a 1972 Mercedes 280 SE. This car is more than just a vehicle, it's a piece of history, a testament to the golden age of automotive design. It's not just a car, it's a lifestyle, a statement, a symbol of elegance and sophistication. This beautiful machine has been lovingly cared for by three owners, all of whom have kept it safely tucked away in a garage, preserving its charm and character. It has a new exhaust system including new chrome pipes.Its sleek silver exterior, a $5,000.00 recent paint job addition, gleams like a moonbeam, turning heads wherever it goes. Under the hood, the engine purrs like a wellfed cat, with a compression of 150 psi in five of the six cylinders and 145 psi in the remaining one. The tires, though not brand new, still have plenty of life left in them, with 5/32 tread on the front from 2000 and 8/32 on the rear from 2005. The brake pads and rotors are in good condition, ensuring a smooth and safe ride. However, like any classic car, it has its quirks. There are small oil leaks, some radiator corrosion, and the idler arm bushing shows some wear. The interior is a sight to behold, with excellent leather seats that cradle you in comfort. The back of the driver seat is coming loose, but it's a minor issue that should be easy to fix. The front passenger carpet shows fraying. The odometer is inoperable, showing 2050 miles, but we believe it has likely rolled over to 102,050 miles. The car runs beautifully, but does experience some stalling when coming to a stop, which we suspect may be a fuel pump issue. Despite these minor issues, this car is a gem, a true classic that will bring joy to any car enthusiast. This car comes with a treasure trove of original documents, including the maintenance manual from the first owner, the original MercedesBenz dealer's book from October 15, 1971, the maintenance booklet, the owner's manual, and the MercedesBenz 1970 catalog. This car is being sold on behalf of a dear friend who unfortunately passed away in a motorcycle accident. His widow has made the difficult decision to part with this beautiful machine. This is a unique opportunity to own a piece of automotive history, and to continue the legacy of care and love that this car has always known. This 1972 Mercedes 280 SE is more than just a car. It's a statement, a lifestyle, a piece of history and would be considered in between excellent and good condition. It's waiting for the right person to write the next chapter of its story. Could that person be you? $15,000",9
278,q1,70,d71,278,2.259052036096453,mercedes bmw x1,Mercedes-Benz,280SL,"MercedesBenz 280SL 1969 $150,000 All original body panels, chrome. All new weatherstrips, rubber gaskets, bushings. New fuel tank, Stainless Steel exhaust, fuel injectors. New tires , new brake lines, new calipers, rotors and shoes, recent service 9/2023 to rebuild fuel injection pump, rebuilt radiator. New Mercedes battery installed 10/2023. Factory optional Frigiking AC converted to 134A, blows cold. Pagoda hardtop with stand. Interior has new MB Tex Burgundy leather seats , leather door trim panels, leather dash pad, restored wood trim, all new burgundy carpeting. I added factory shoulder harness seatbelts.All 4 independent suspension have new bushings, newBilstein shocks. Original owner purchased new 2/11/1970 and drove 58249 miles. Second owner drove this car only 129 miles then stored the car until 2015 when I purchased the car form the estate of the second owner. I titled the car on 6/1/2017 and have only put on 242 miles due to the concourse condition the vehicle is currently in. Under carriage was cleaned and repainted due to the messy cosmoline material that had aged. There have never been any rust or corrosion repairs to this car. $150,000",9
279,q1,805,d806,279,2.1922935355116824,mercedes bmw x1,Backdraft Racing,Cobra,"Backdraft Racing Cobra 1965 $149,950 Price Reduced for end of season. This has been our feature car for shows and events this summer and we are ready to begin building the next one. The Backdraft RT3 Roadster is not a kit, it is a hand crafted replica of the infamous British roadster with an American V8 that captured every car lover's heart in 1965. It combines the historic looks of the original with the modern performance underpinnings of a BMW. The result is a stunning recreation that maintains legendary visuals while offering industry leading comfort and safety. Through continuous improvement and refinement the Backdraft Roadster has reached the top of its class for price versus performance and features. This is one of the most highly customized and optioned Backdraft Roadsters we have ever built. Brand new and ready for its first owner. The list of options is staggering. Under the hood is the ultimate eye candy to round out this build. Contact us if you would like this roadster tailored to you with additional options or equipment. Backdraft RT3 Rolling Chassis $42,900 Vintage Motorsports Installed Powertrain Package $31,000 Destination and Dealer Prep $1,150 $149,950",9
280,q1,2018,d2019,280,2.1040618665873945,mercedes bmw x1,Chevrolet,Corvette,"Chevrolet Corvette 1972 $64,995 Many pictures are available on our website, but if you need more, or of specific areas, please contact us by email or by phone, tollfree 18772757434. For over 40 years, John Scotti Automotive has been the reference in the field of exotic, vintage and collector cars in Montreal, Quebec and even across North America. Our exclusive inventory of classic cars has been the pride of our company for many years now. Our collection contains some of the most beautiful models of classics, including muscle cars and rare and oneoff automobiles. We have Ford, Chevrolet, Plymouth, Cadillac, Mercedes, Pontiac and other makes of vehicles dating from the 1930s, 40s, 50s, 60s, 70s and 80s one look at our inventory will inspire you to dream! The John Scotti Automotive group is fortunate to be able to count on a team of devoted experts in vehicle restoration who are passionate about the history and mechanics of vehicles. Because of their expertise, we can offer an exceptional selection of classic automobiles which have undergone firstrate restoration. In fact, we are committed to preserving as much as possible the original appearance of our vintage automobiles. If you're interested in one of our vehicles, then don't hesitate to contact us, by phone, tollfree, at 18772757434 to speak with a member of our team. To see our collection of automobiles, come down to 7905 Boulevard Provencher, in SaintLeonard, Quebec, CANADA. The John Scotti Automotive group is also renowned for its inventory of preowned luxury vehicles . Few dealerships in Canada can rightfully claim to offer such an exceptional selection of highend sedans, SUVs and sports cars. This is your opportunity to acquire a superb preowned Ferrari, Mercedes, Lamborghini, Lotus, Bentley, Jaguar, Maserati, AstonMartin or other fine makes at a very advantageous price. We carry several highly soughtafter Lamborghini, Ferrari and Lotus vehicles dating from the 70s, 80s and 90s, a large selection of luxury convertibles, European and Japanese models, and a number of rare and limited edition vehicles. The great majority of our preowned luxury vehicles carry very low mileage, and all are in excellent aesthetic and mechanical condition. They await only a buyer! Please see our complete inventory at: johnscotticlassiccars.com Follow us on Facebook and Instagram: John Scotti Classic TERMS OF SALE: All vehicles are being sold ASIS, WHEREIS with NO warranty expressed, written or implied. Any descriptions or representations are for identification purposes only and are not to be construed as a warranty of any type. It is the responsibility of the buyer to have thoroughly inspected the vehicle and to have satisfied himself herself as to the condition and value and to bid based upon that judgment. We try to represent it as accurately as possible to disclose any known defects associated with this vehicle. Seller assumes no responsibility for any repairs. We do not warranty anything that may or could happen after sale. PAYMENT METHODS: Bank wire transfer or cash in person. Fees and Taxes: Out of province or country buyers are responsible for all state, county, city taxes and fees, as well as title/registration fees in the state that the vehicle will be registered. SHIPPING INFORMATION We can arrange shipping, at buyer's expense, throughout North America as well as to any port in the World. We have years of experience in exporting and shipping automobiles and will assist as necessary. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. $64,995",9
